Distance_(pixels),Gray_Value
1455,134.4096
1456,139.8129
1457,144.8358
1458,145.5862
1459,133.7490
1460,129.8505
1461,136.9211
1462,137.8776
1463,136.0626
1464,143.6791
1465,145.8506
1466,139.5960
1467,130.1661
1468,119.4238
1469,122.1183
1470,133.2466
1471,145.4436
1472,142.0519
1473,136.3085
1474,135.3094
1475,138.6907
1476,142.2374
1477,138.2726
1478,130.4900
1479,134.7978
1480,140.0779
1481,137.4458
1482,127.2034
1483,123.3862
1484,133.1719
1485,143.2177
1486,145.3437
1487,144.0974
1488,139.4499
1489,150.1239
1490,157.0945
1491,154.4188
1492,142.8121
1493,132.2326
1494,130.5848
1495,123.4707
1496,134.7939
1497,154.4887
1498,142.7375
1499,139.6521
1500,121.3318
1501,95.2325
1502,107.1327
1503,97.2178
1504,97.7226
1505,124.0719
1506,143.5807
1507,131.5756
1508,107.3495
1509,100.3752
1510,105.9576
1511,111.7348
1512,120.1466
1513,124.3080
1514,124.4870
1515,114.4031
1516,102.8945
1517,100.1364
1518,101.8779
1519,100.0672
1520,95.1257
1521,92.8275
1522,92.2380
1523,91.5016
1524,91.0312
1525,93.9134
1526,94.3822
1527,93.7357
1528,92.0997
1529,93.6297
1530,94.5950
1531,91.3263
1532,87.4402
1533,89.9208
1534,91.5075
1535,91.9968
1536,91.7116
1537,91.7079
1538,91.6929
1539,91.2031
1540,95.5209
1541,100.2195
1542,101.3403
1543,99.6374
1544,97.9553
1545,96.8554
1546,96.1773
1547,94.0035
1548,93.4009
1549,95.0104
1550,95.3492
1551,97.2170
1552,93.9265
1553,102.6341
1554,106.6464
1555,102.3081
1556,114.7732
1557,112.4755
1558,116.7470
1559,137.3856
1560,124.8904
1561,107.4567
1562,113.1272
1563,144.0883
1564,135.2506
1565,117.1229
1566,129.4815
1567,133.0200
1568,112.6422
1569,117.2229
1570,141.7399
1571,156.0391
1572,153.7571
1573,149.1659
1574,145.0719
1575,130.3580
1576,109.0440
1577,129.2503
1578,131.2498
1579,138.4965
1580,146.0272
1581,156.0188
1582,162.7424
1583,163.8430
1584,143.7109
1585,126.0262
1586,127.5548
1587,126.2035
1588,135.6759
1589,139.2359
1590,120.5236
1591,130.3823
1592,145.9379
1593,155.1160
1594,127.6839
1595,109.3071
1596,113.5951
1597,130.3945
1598,121.7799
1599,124.5240
1600,147.1086
1601,145.8933
1602,133.3125
1603,122.3411
1604,143.8298
1605,145.2777
